fullname,part_of
Chiropotes utahickae,Primates
Chiropotes chiropotes,Primates
Aotus jorgehernandezi,Primates
Aotus azarae,Primates
Aotus zonalis,Primates
Aotus griseimembra,Primates
Cebus aequatorialis,Primates
Cebus malitiosus,Primates
Cebus leucocephalus,Primates
Cebus cesarae,Primates
Cebus versicolor,Primates
Cebus imitator,Primates
Cebus kaapori,Primates
Cebus brunneus,Primates
Cebus unicolor,Primates
Cebus cuscinus,Primates
Cebus yuracus,Primates
Sapajus macrocephalus,Primates
Sapajus flavius,Primates
Sapajus xanthosternos,Primates
Sapajus robustus,Primates
Sapajus apella,Primates
Sapajus cay,Primates
Sapajus nigritus,Primates
Saimiri macrodon,Primates
Saimiri cassiquiarensis,Primates
Sapajus libidinosus,Primates
Saguinus martinsi,Primates
Saguinus niger,Primates
Mico humeralifer,Primates
Mico saterei,Primates
Mico mauesi,Primates
Mico acariensis,Primates
Mico nigriceps,Primates
Mico marcai,Primates
Mico rondoni,Primates
Mico intermedius,Primates
Mico melanurus,Primates
Mico emiliae,Primates
Mico leucippe,Primates
Mico argentatus,Primates
Tarsius wallacei,Primates
Tarsius tumpara,Primates
Tarsius lariang,Primates
Tarsius sangirensis,Primates
Tarsius pelengensis,Primates
Cebuella pygmaea,Primates
Tarsius dentatus,Primates
Tarsius fuscus,Primates
Tarsius tarsier,Primates
Cephalopachus bancanus,Primates
Nycticebus borneanus,Primates
Nycticebus kayan,Primates
Carlito syrichta,Primates
Nycticebus bancanus,Primates
Nycticebus javanicus,Primates
Loris lydekkerianus,Primates
Nycticebus menagensis,Primates
Nycticebus bengalensis,Primates
Sciurocheirus makandensis,Primates
Sciurocheirus gabonensis,Primates
Sciurocheirus alleni,Primates
Galagoides thomasi,Primates
Propithecus perrieri,Primates
Propithecus edwardsi,Primates
Avahi unicolor,Primates
Propithecus coronatus,Primates
Propithecus coquereli,Primates
Propithecus candidus,Primates
Avahi cleesei,Primates
Avahi occidentalis,Primates
Avahi ramanantsoavani,Primates
Avahi meridionalis,Primates
Avahi betsileo,Primates
Avahi peyrierasi,Primates
Avahi mooreorum,Primates
Varecia rubra,Primates
Eulemur flavifrons,Primates
Eulemur collaris,Primates
Eulemur cinereiceps,Primates
Eulemur sanfordi,Primates
Eulemur albifrons,Primates
Eulemur rufus,Primates
Eulemur rufifrons,Primates
Hapalemur alaotrensis,Primates
Prolemur simus,Primates
Lepilemur petteri,Primates
Hapalemur occidentalis,Primates
Hapalemur meridionalis,Primates
Lepilemur randrianasoloi,Primates
Lepilemur ahmansonorum,Primates
Lepilemur hubbardi,Primates
Lepilemur otto,Primates
Lepilemur aeeclis,Primates
Lepilemur grewcockorum,Primates
Lepilemur sahamalazensis,Primates
Lepilemur mittermeieri,Primates
Lepilemur tymerlachsoni,Primates
Lepilemur milanoii,Primates
Lepilemur scottorum,Primates
Lepilemur seali,Primates
Lepilemur hollandorum,Primates
Lepilemur fleuretae,Primates
Lepilemur wrightae,Primates
Lepilemur jamesorum,Primates
Lepilemur betsileo,Primates
Phaner electromontis,Primates
Phaner pallescens,Primates
Phaner parienti,Primates
Cheirogaleus lavasoensis,Primates
Cheirogaleus minusculus,Primates
Cheirogaleus sibreei,Primates
Mirza zaza,Primates
Mirza coquereli,Primates
Microcebus tanosi,Primates
Microcebus mittermeieri,Primates
Microcebus marohita,Primates
Microcebus macarthurii,Primates
Microcebus simmonsi,Primates
Microcebus lehilahytsara,Primates
Microcebus gerpi,Primates
Microcebus jollyae,Primates
Microcebus arnholdi,Primates
Microcebus mamiratra,Primates
Microcebus tavaratra,Primates
Microcebus sambiranensis,Primates
Microcebus margotmarshae,Primates
Microcebus danfossi,Primates
Microcebus bongolavensis,Primates
Microcebus ravelobensis,Primates
Microcebus myoxinus,Primates
Microcebus griseorufus,Primates
Microcebus berthae,Primates
Antechinus arktos,Dasyuromorphia
Inia araguaiaensis,Cetacea
Leopardus guttulus,Carnivora
Tapirus kabomani,Perissodactyla
Antechinus mysticus,Dasyuromorphia
Antechinus argentus,Dasyuromorphia
Biswamoyopterus laoensis,Rodentia
Neofelis diardi,Carnivora
Urocitellus washingtoni,Rodentia
Urocitellus undulatus,Rodentia
Urocitellus richardsonii,Rodentia
Urocitellus parryii,Rodentia
Petaurista caniceps,Rodentia
Urocitellus townsendii,Rodentia
Urocitellus mollis,Rodentia
Urocitellus elegans,Rodentia
Urocitellus canus,Rodentia
Urocitellus beldingi,Rodentia
Urocitellus brunneus,Rodentia
Urocitellus armatus,Rodentia
Urocitellus columbianus,Rodentia
Xerospermophilus tereticaudus,Rodentia
Xerospermophilus spilosoma,Rodentia
Callospermophilus madrensis,Rodentia
Ictidomys tridecemlineatus,Rodentia
Otospermophilus variegatus,Rodentia
Xerospermophilus mohavensis,Rodentia
Spermophilus taurensis,Rodentia
Callospermophilus saturatus,Rodentia
Callospermophilus lateralis,Rodentia
Poliocitellus franklinii,Rodentia
Otospermophilus beecheyi,Rodentia
Ictidomys mexicanus,Rodentia
Otospermophilus atricapillus,Rodentia
Notocitellus annulatus,Rodentia
Notocitellus adocetus,Rodentia
Spermophilus ralli,Rodentia
Ictidomys parvidens,Rodentia
Spermophilus pallidicauda,Rodentia
Spermophilus brevicauda,Rodentia
Tamiops rodolphii,Rodentia
Tamiops mcclellandii,Rodentia
Prosciurillus rosenbergii,Rodentia
Petinomys mindanensis,Rodentia
Dremomys gularis,Rodentia
Eoglaucomys fimbriatus,Rodentia
Hylopetes platyurus,Rodentia
Tapirella bairdii,Perissodactyla
Acrocodia indica,Perissodactyla
Equus hartmannae,Perissodactyla
Ceratotherium cottoni,Perissodactyla
Bassaricyon medius,Carnivora
Equus ferus,Perissodactyla
Bassaricyon neblina,Carnivora
Equus africanus,Perissodactyla
Chaetodipus dalquesti,Rodentia
Heteromys oasicus,Rodentia
Chaetodipus rudinoris,Rodentia
Heteromys teleus,Rodentia
Cratogeomys fumosus,Rodentia
Cratogeomys merriami,Rodentia
Cratogeomys goldmani,Rodentia
Cratogeomys castanops,Rodentia
Cratogeomys perotensis,Rodentia
Cephalophus brookei,Artiodactyla
Naemorhedus griseus,Artiodactyla
Capricornis thar,Artiodactyla
Capricornis sumatraensis,Artiodactyla
Oryx beisa,Artiodactyla
Capricornis swinhoei,Artiodactyla
Xerospermophilus perotensis,Rodentia
Sus verrucosus,Artiodactyla
Axis kuhlii,Artiodactyla
Madoqua saltiana,Artiodactyla
Philantomba maxwellii,Artiodactyla
Hippopotamus laloumena,Artiodactyla
Capricornis rubidus,Artiodactyla
Cratogeomys fulvescens,Rodentia
Capricornis milneedwardsii,Artiodactyla
Philantomba monticola,Artiodactyla
Vicugna pacos,Artiodactyla
Nanger soemmerringii,Artiodactyla
Capricornis crispus,Artiodactyla
Nanger granti,Artiodactyla
Pseudoryx nghetinhensis,Artiodactyla
Nanger dama,Artiodactyla
Gazella erlangeri,Artiodactyla
Saiga borealis,Artiodactyla
Eudorcas thomsonii,Artiodactyla
Eudorcas rufina,Artiodactyla
Eudorcas rufifrons,Artiodactyla
Damaliscus superstes,Artiodactyla
Perognathus alticolus,Rodentia
Damaliscus korrigum,Artiodactyla
Alcelaphus lichtensteinii,Artiodactyla
Beatragus hunteri,Artiodactyla
Alcelaphus caama,Artiodactyla
Rusa timorensis,Artiodactyla
Rusa unicolor,Artiodactyla
Rusa alfredi,Artiodactyla
Rucervus duvaucelii,Artiodactyla
Rucervus schomburgki,Artiodactyla
Muntiacus vuquangensis,Artiodactyla
Muntiacus truongsonensis,Artiodactyla
Rucervus eldii,Artiodactyla
Muntiacus rooseveltorum,Artiodactyla
Muntiacus putaoensis,Artiodactyla
Muntiacus puhoatensis,Artiodactyla
Mazama temama,Artiodactyla
Mazama gouazoubira,Artiodactyla
Mazama pandora,Artiodactyla
Mazama bororo,Artiodactyla
Moschus leucogaster,Artiodactyla
Moschus cupreus,Artiodactyla
Moschus anhuiensis,Artiodactyla
Tragulus williamsoni,Artiodactyla
Tragulus versicolor,Artiodactyla
Tragulus nigricans,Artiodactyla
Tragulus kanchil,Artiodactyla
Alces americanus,Artiodactyla
Sus oliveri,Artiodactyla
Sus ahoenobarbus,Artiodactyla
Babyrousa togeanensis,Artiodactyla
Babyrousa bolabatuensis,Artiodactyla
Babyrousa celebensis,Artiodactyla
Sphiggurus insidiosus,Rodentia
Mesocapromys melanurus,Rodentia
Phyllomys blainvilii,Rodentia
Chinchilla lanigera,Rodentia
Capromys gundlachianus,Rodentia
Trinomys yonenagae,Rodentia
Trinomys setosus,Rodentia
Trinomys myosuros,Rodentia
Trinomys paratus,Rodentia
Trinomys moojeni,Rodentia
Trinomys mirapitanga,Rodentia
Trinomys iheringi,Rodentia
Trinomys gratiosus,Rodentia
Trinomys eliasi,Rodentia
Trinomys dimidiatus,Rodentia
Trinomys albispinus,Rodentia
Thrichomys pachyurus,Rodentia
Thrichomys inermis,Rodentia
Proechimys pattoni,Rodentia
Proechimys roberti,Rodentia
Proechimys guyannensis,Rodentia
Proechimys kulinae,Rodentia
Proechimys gardneri,Rodentia
Proechimys echinothrix,Rodentia
Mesomys occultus,Rodentia
Phyllomys unicolor,Rodentia
Phyllomys thomasi,Rodentia
Phyllomys pattoni,Rodentia
Phyllomys nigrispinus,Rodentia
Phyllomys mantiqueirensis,Rodentia
Phyllomys medius,Rodentia
Phyllomys lundi,Rodentia
Phyllomys lamarum,Rodentia
Phyllomys kerri,Rodentia
Phyllomys dasythrix,Rodentia
Phyllomys brasiliensis,Rodentia
Makalata rhipidura,Rodentia
Makalata occasius,Rodentia
Makalata obscura,Rodentia
Makalata macrura,Rodentia
Makalata grandis,Rodentia
Isothrix sinnamariensis,Rodentia
Makalata didelphoides,Rodentia
Callistomys pictus,Rodentia
Isothrix negrensis,Rodentia
Cuscomys oblativa,Rodentia
Cuscomys ashaninka,Rodentia
Abrocoma vaccarum,Rodentia
Abrocoma uspallata,Rodentia
Abrocoma shistacea,Rodentia
Abrocoma famatina,Rodentia
Abrocoma budini,Rodentia
Salinoctomys loschalchalerosorum,Rodentia
Octodon pacificus,Rodentia
Pipanacoctomys aureus,Rodentia
Aconaemys porteri,Rodentia
Ctenomys yolandae,Rodentia
Ctenomys viperinus,Rodentia
Ctenomys tulduco,Rodentia
Ctenomys sylvanus,Rodentia
Ctenomys scagliai,Rodentia
Ctenomys roigi,Rodentia
Ctenomys rionegrensis,Rodentia
Ctenomys pilarensis,Rodentia
Ctenomys perrensi,Rodentia
Ctenomys pundti,Rodentia
Ctenomys osvaldoreigi,Rodentia
Ctenomys johannis,Rodentia
Ctenomys lami,Rodentia
Ctenomys juris,Rodentia
Ctenomys goodfellowi,Rodentia
Ctenomys fodax,Rodentia
Ctenomys fochi,Rodentia
Ctenomys flamarioni,Rodentia
Ctenomys famosus,Rodentia
Ctenomys coyhaiquensis,Rodentia
Ctenomys dorbignyi,Rodentia
Ctenomys coludo,Rodentia
Ctenomys budini,Rodentia
Cuniculus taczanowskii,Rodentia
Ctenomys bergi,Rodentia
Cuniculus paca,Rodentia
Kerodon acrobata,Rodentia
Myoprocta pratti,Rodentia
Hydrochoerus isthmius,Rodentia
Cavia intermedia,Rodentia
Lagostomus crassus,Rodentia
Chinchilla chinchilla,Rodentia
Hydrochoerus hydrochaeris,Rodentia
Sphiggurus roosmalenorum,Rodentia
Sphiggurus melanurus,Rodentia
Sphiggurus pruinosus,Rodentia
Coendou nycthemera,Rodentia
Cryptomys darlingi,Rodentia
Cryptomys kafuensis,Rodentia
Cryptomys anselli,Rodentia
Sphiggurus ichillus,Rodentia
Cryptomys amatus,Rodentia
Mesoplodon hotaula,Cetacea
Sotalia guianensis,Cetacea
Sylvilagus varynaensis,Lagomorpha
Sylvilagus cognatus,Lagomorpha
Manis crassicaudata,Pholidota
Orcaella heinsohni,Cetacea
Lepus tibetanus,Lagomorpha
Lepus microtis,Lagomorpha
Viverricula indica,Carnivora
Balaenoptera omurai,Cetacea
Ochotona turuchanensis,Lagomorpha
Ochotona nigritia,Lagomorpha
Ochotona argentata,Lagomorpha
Lepus habessinicus,Lagomorpha
Galeopterus variegatus,Dermoptera
Manis culionensis,Pholidota
Bradypus pygmaeus,Pilosa
Tupaia moellendorffi,Scandentia
Ictonyx libycus,Carnivora
Calyptophractus retusus,Cingulata
Aonyx cinereus,Carnivora
Spilogale angustifrons,Carnivora
Mustela subpalmata,Carnivora
Mustela itatsi,Carnivora
Neovison vison,Carnivora
Meles leucurus,Carnivora
Mustela eversmanii,Carnivora
Neovison macrodon,Carnivora
Meles anakuma,Carnivora
Lutra nippon,Carnivora
Lycalopex vetulus,Carnivora
Lycalopex sechurae,Carnivora
Lycalopex gymnocercus,Carnivora
Lycalopex fulvipes,Carnivora
Lycalopex culpaeus,Carnivora
Hyaena brunnea,Carnivora
Proteles cristata,Carnivora
Herpestes fuscus,Carnivora
Herpestes edwardsi,Carnivora
Galerella ochracea,Carnivora
Crossarchus platycephalus,Carnivora
Genetta poensis,Carnivora
Poiana leightoni,Carnivora
Genetta piscivora,Carnivora
Genetta pardina,Carnivora
Genetta bourloni,Carnivora
Genetta cristata,Carnivora
Puma yagouaroundi,Carnivora
Leopardus pajeros,Carnivora
Leopardus jacobitus,Carnivora
Leopardus guigna,Carnivora
Prionailurus iriomotensis,Carnivora
Leopardus geoffroyi,Carnivora
Leopardus braccatus,Carnivora
Leopardus colocolo,Carnivora
Talpa davidiana,Soricomorpha
Sylvisorex pluvialis,Soricomorpha
Sylvisorex konganensis,Soricomorpha
Sylvisorex camerunensis,Soricomorpha
Suncus megalura,Soricomorpha
Suncus aequatorius,Soricomorpha
Sorex orizabae,Soricomorpha
Sorex veraecrucis,Soricomorpha
Sorex maritimensis,Soricomorpha
Sorex bairdi,Soricomorpha
Sorex averini,Soricomorpha
Sorex arunchi,Soricomorpha
Sorex antinorii,Soricomorpha
Solenodon arredondoi,Soricomorpha
Notiosorex villai,Soricomorpha
Notiosorex evotis,Soricomorpha
Notiosorex cockrumi,Soricomorpha
Nesophontes superstes,Soricomorpha
Nesiotites hidalgo,Soricomorpha
Nesiotites similis,Soricomorpha
Myosorex zinki,Soricomorpha
Neomys teres,Soricomorpha
Myosorex kihaulei,Soricomorpha
Mogera uchidai,Soricomorpha
Mogera imaizumii,Soricomorpha
Episoriculus macrurus,Soricomorpha
Episoriculus fumidus,Soricomorpha
Episoriculus leucops,Soricomorpha
Episoriculus caudatus,Soricomorpha
Dymecodon pilirostris,Soricomorpha
Cryptotis tropicalis,Soricomorpha
Cryptotis tamensis,Soricomorpha
Cryptotis phillipsii,Soricomorpha
Cryptotis peruviensis,Soricomorpha
Cryptotis peregrina,Soricomorpha
Cryptotis obscura,Soricomorpha
Cryptotis orophila,Soricomorpha
Cryptotis nelsoni,Soricomorpha
Cryptotis merriami,Soricomorpha
Cryptotis medellinia,Soricomorpha
Cryptotis mera,Soricomorpha
Cryptotis mayensis,Soricomorpha
Cryptotis griseoventris,Soricomorpha
Cryptotis equatoris,Soricomorpha
Cryptotis brachyonyx,Soricomorpha
Cryptotis alticola,Soricomorpha
Crocidura wuchihensis,Soricomorpha
Crocidura watasei,Soricomorpha
Crocidura vosmaeri,Soricomorpha
Cryptotis colombiana,Soricomorpha
Crocidura vorax,Soricomorpha
Crocidura virgata,Soricomorpha
Crocidura tanakae,Soricomorpha
Crocidura trichura,Soricomorpha
Crocidura shantungensis,Soricomorpha
Crocidura rapax,Soricomorpha
Crocidura ramona,Soricomorpha
Crocidura orientalis,Soricomorpha
Crocidura negligens,Soricomorpha
Crocidura musseri,Soricomorpha
Crocidura lepidura,Soricomorpha
Crocidura jouvenetae,Soricomorpha
Crocidura katinka,Soricomorpha
Crocidura ichnusae,Soricomorpha
Crocidura hutanis,Soricomorpha
Crocidura hilliana,Soricomorpha
Crocidura gmelini,Soricomorpha
Crocidura foetida,Soricomorpha
Crocidura brunnea,Soricomorpha
Crocidura caspica,Soricomorpha
Crocidura arispa,Soricomorpha
Crocidura baluensis,Soricomorpha
Congosorex verheyeni,Soricomorpha
Chodsigoa sodalis,Soricomorpha
Chodsigoa smithii,Soricomorpha
Chodsigoa salenskii,Soricomorpha
Chodsigoa parca,Soricomorpha
Chodsigoa parva,Soricomorpha
Chodsigoa lamula,Soricomorpha
Chimarrogale platycephalus,Soricomorpha
Chodsigoa caovansunga,Soricomorpha
Chodsigoa hypsibia,Soricomorpha
Blarina peninsulae,Soricomorpha
Blarinella griselda,Soricomorpha
Anourosorex yamashinai,Soricomorpha
Anourosorex schmidi,Soricomorpha
Anourosorex assamensis,Soricomorpha
Paraechinus nudiventris,Erinaceomorpha
Paraechinus micropus,Erinaceomorpha
Paraechinus hypomelas,Erinaceomorpha
Paraechinus aethiopicus,Erinaceomorpha
Neohylomys hainanensis,Erinaceomorpha
Neotetracus sinensis,Erinaceomorpha
Hylomys parvus,Erinaceomorpha
Erinaceus roumanicus,Erinaceomorpha
Hylomys megalotis,Erinaceomorpha
Neamblysomus julianae,Afrosoricida
Calcochloris leucorhinus,Afrosoricida
Neamblysomus gunningi,Afrosoricida
Calcochloris tytonis,Afrosoricida
Amblysomus robustus,Afrosoricida
Amblysomus septentrionalis,Afrosoricida
Amblysomus marleyi,Afrosoricida
Amblysomus corriae,Afrosoricida
Carpitalpa arendsi,Afrosoricida
Hemicentetes nigriceps,Afrosoricida
Microgale soricoides,Afrosoricida
Microgale taiva,Afrosoricida
Microgale nasoloi,Afrosoricida
Microgale monticola,Afrosoricida
Microgale drouhardi,Afrosoricida
Microgale fotsifotsy,Afrosoricida
Microgale gymnorhyncha,Afrosoricida
Trichosurus johnstonii,Diprotodontia
Trichosurus cunninghami,Diprotodontia
Thylogale lanatus,Diprotodontia
Thylogale calabyi,Diprotodontia
Thylogale browni,Diprotodontia
Spilocuscus papuensis,Diprotodontia
Strigocuscus pelengensis,Diprotodontia
Spilocuscus kraemeri,Diprotodontia
Pseudochirulus mayeri,Diprotodontia
Pseudochirulus schlegeli,Diprotodontia
Pseudochirulus larvatus,Diprotodontia
Pseudochirulus forbesi,Diprotodontia
Pseudochirulus herbertensis,Diprotodontia
Pseudochirulus cinereus,Diprotodontia
Pseudochirulus caroli,Diprotodontia
Pseudochirulus canescens,Diprotodontia
Phalanger mimicus,Diprotodontia
Phalanger intercastellanus,Diprotodontia
Pseudochirops coronatus,Diprotodontia
Phalanger gymnotis,Diprotodontia
Phalanger matabiru,Diprotodontia
Potorous gilbertii,Diprotodontia
Phalanger alexandrae,Diprotodontia
Petrogale sharmani,Diprotodontia
Petrogale purpureicollis,Diprotodontia
Petrogale herberti,Diprotodontia
Petrogale mareeba,Diprotodontia
Petaurus biacensis,Diprotodontia
Petrogale coenensis,Diprotodontia
Dendrolagus stellarum,Diprotodontia
Dendrolagus pulcherrimus,Diprotodontia
Dendrolagus mbaiso,Diprotodontia
Ailurops melanotis,Diprotodontia
Bettongia tropica,Diprotodontia
Sminthopsis bindi,Dasyuromorphia
Sminthopsis boullangerensis,Dasyuromorphia
Pseudantechinus roryi,Dasyuromorphia
Pseudantechinus mimulus,Dasyuromorphia
Phascomurexia naso,Dasyuromorphia
Pseudantechinus bilarni,Dasyuromorphia
Paramurexia rothschildi,Dasyuromorphia
Myoictis wallacii,Dasyuromorphia
Murexechinus melanurus,Dasyuromorphia
Sarcophilus harrisii,Dasyuromorphia
Micromurexia habbema,Dasyuromorphia
Dasyuroides byrnei,Dasyuromorphia
Antechinus subtropicus,Dasyuromorphia
Antechinus agilis,Dasyuromorphia
Antechinus adustus,Dasyuromorphia
Caenolestes condorensis,Paucituberculata
Antechinomys laniger,Dasyuromorphia
Tlacuatzin canescens,Didelphimorphia
Thylamys venustus,Didelphimorphia
Thylamys sponsorius,Didelphimorphia
Thylamys tatei,Didelphimorphia
Thylamys pusillus,Didelphimorphia
Thylamys macrurus,Didelphimorphia
Thylamys cinderella,Didelphimorphia
Thylamys karimii,Didelphimorphia
Philander frenatus,Didelphimorphia
Philander mcilhennyi,Didelphimorphia
Monodelphis umbristriata,Didelphimorphia
Monodelphis glirina,Didelphimorphia
Micoureus phaeus,Didelphimorphia
Micoureus paraguayanus,Didelphimorphia
Monodelphis palliolata,Didelphimorphia
Marmosops pinheiroi,Didelphimorphia
Marmosops neblina,Didelphimorphia
Marmosops paulensis,Didelphimorphia
Marmosops juninensis,Didelphimorphia
Marmosops bishopi,Didelphimorphia
Hyladelphys kalinowskii,Didelphimorphia
Gracilinanus ignitus,Didelphimorphia
Marmosa quichua,Didelphimorphia
Gracilinanus agricolai,Didelphimorphia
Gracilinanus formosus,Didelphimorphia
Didelphis pernigra,Didelphimorphia
Didelphis imperfecta,Didelphimorphia
Zaglossus bartoni,Monotremata
Zaglossus attenboroughi,Monotremata
Uropsilus soricipes,Soricomorpha
Laonastes aenigmamus,Rodentia
Uropsilus investigator,Soricomorpha
Uropsilus andersoni,Soricomorpha
Uropsilus gracilis,Soricomorpha
Urotrichus talpoides,Soricomorpha
Talpa romana,Soricomorpha
Talpa occidentalis,Soricomorpha
Talpa levantis,Soricomorpha
Talpa stankovici,Soricomorpha
Talpa caucasica,Soricomorpha
Talpa caeca,Soricomorpha
Talpa altaica,Soricomorpha
Scaptochirus moschatus,Soricomorpha
Scaptonyx fusicaudus,Soricomorpha
Scapanulus oweni,Soricomorpha
Parascaptor leucura,Soricomorpha
Mogera wogura,Soricomorpha
Mogera tokudae,Soricomorpha
Mogera insularis,Soricomorpha
Euroscaptor parvidens,Soricomorpha
Euroscaptor micrura,Soricomorpha
Euroscaptor mizura,Soricomorpha
Euroscaptor klossi,Soricomorpha
Euroscaptor longirostris,Soricomorpha
Euroscaptor grandis,Soricomorpha
Desmana moschata,Soricomorpha
Galemys pyrenaicus,Soricomorpha
Soriculus nigrescens,Soricomorpha
Sorex volnuchini,Soricomorpha
Sorex veraepacis,Soricomorpha
Sorex ventralis,Soricomorpha
Sorex thibetanus,Soricomorpha
Sorex unguiculatus,Soricomorpha
Sorex stizodon,Soricomorpha
Sorex sinalis,Soricomorpha
Sorex shinto,Soricomorpha
Sorex sclateri,Soricomorpha
Sorex satunini,Soricomorpha
Sorex saussurei,Soricomorpha
Sorex roboratus,Soricomorpha
Sorex samniticus,Soricomorpha
Sorex raddei,Soricomorpha
Sorex portenkoi,Soricomorpha
Sorex planiceps,Soricomorpha
Sorex oreopolus,Soricomorpha
Sorex milleri,Soricomorpha
Sorex minutus,Soricomorpha
Sorex leucogaster,Soricomorpha
Sorex macrodon,Soricomorpha
Sorex mirabilis,Soricomorpha
Sorex kozlovi,Soricomorpha
Sorex isodon,Soricomorpha
Sorex hosonoi,Soricomorpha
Sorex gracillimus,Soricomorpha
Sorex granarius,Soricomorpha
Sorex emarginatus,Soricomorpha
Sorex excelsus,Soricomorpha
Sorex daphaenodon,Soricomorpha
Sorex cylindricauda,Soricomorpha
Sorex coronatus,Soricomorpha
Sorex cansulus,Soricomorpha
Sorex camtschatica,Soricomorpha
Sorex caecutiens,Soricomorpha
Sorex asper,Soricomorpha
Sorex buchariensis,Soricomorpha
Sorex bedfordiae,Soricomorpha
